digest,url,status
BU7ATCI4THG33FGWM6AMPJPQ7HLCC6FS,https://www.brookings.edu/articles/2016-election-results-exposed-a-fractured-media-landscape/,success
LAR7EVQGAIL2SFUMCWMWCD6JH7LDL4HO,https://www.brookings.edu/articles/2016-too-long-to-wait-for-tax-reform/,success
RJM3YD5KYUBELEEEF6HHHBWXX6KLTMDY,https://www.brookings.edu/articles/2017-a-year-for-surprise-and-optimism/,success
D6YDPWLSQVIRMK3RTK3WZCAVMI4T5D7W,https://www.brookings.edu/articles/2017-brown-center-report-part-i-international-assessments/,success
PMS66XMGTN2GPSVENWJGFGD32W6BLUOG,https://www.brookings.edu/articles/2018-another-year-of-the-woman/?utm_campaign=Brookings%20Brief&utm_source=hs_email&utm_medium=email&utm_content=67327198,success
GZVTNVYQNBF5KNZXGWY3NT75HLPXHGTR,https://www.brookings.edu/articles/2018-exit-polls-show-greater-white-support-for-democrats/,success
SNYK3PTX54JRX5XK3DMO6BZ53XW7E7M2,https://www.brookings.edu/articles/2018-nuclear-posture-review-tailored-to-21st-century-threats/,success
OE2B6GAQOVJXBB2IA7WXB4RV554LYBQK,https://www.brookings.edu/articles/2020-a-year-of-turmoil-but-also-hope-in-education/,success
OSKJHX5WTSQD4LAMWJIN7SIZIMOD6D5Y,https://www.brookings.edu/articles/2020-appears-to-be-a-good-year-for-counterterrorism/,success
VRFIOUSXIGF6GVFIHD4GLHEBWX5HYFXD,https://www.brookings.edu/articles/2020-census-big-cities-grew-and-became-more-diverse-especially-among-their-youth/,success
KF2PU4P7AOZAVJYGQ7VPATUBTBT2XYQP,https://www.brookings.edu/articles/2020-census-big-cities-grew-and-became-more-diverse-especially-among-their-youth/?utm_campaign=BrookingsBrief&utm_medium=email&utm_content=176605830&utm_source=hs_email,success
PITSOHDZ4UZVV7LICJT55MJ3G4PPDM7I,https://www.brookings.edu/articles/2021-saw-plenty-of-violence-but-no-mass-terrorist-attacks-in-the-u-s/,success
QDHTTPNOK4HLT3EF5CU5CAJWH4QSLS6N,https://www.brookings.edu/articles/2021-the-crucial-year-for-social-order-global-order-transformational-changes/,success
RYUD7ZUAJNP75WDUIB6TU2SPFLADXNQV,https://www.brookings.edu/articles/23-months-for-the-world-to-get-organized/,success
BQPYX4SED6773OHBX7QE663SJIAMNXDT,https://www.brookings.edu/articles/24-hours-in-new-hampshire/,success
7TQKDLQVMJVMKCG3SAJ5XT4SEGUVV3Z4,https://www.brookings.edu/articles/25-years-after-ukraine-denuclearized-russian-aggression-continues-to-rise/,success
UI44YYVZDKBCJLYPOA3GL5AFWI63NGV4,https://www.brookings.edu/articles/25-years-after-ukraine-denuclearized-russian-aggression-continues-to-rise/,success
4S6JEXYMI7YFT2VRR74OHXLD5OMKXZPH,https://www.brookings.edu/articles/3-charts-that-capture-the-rise-in-congressional-gridlock/,success
6IULAKCOLZRPSPYRDEYBJJH3JU6EH36G,https://www.brookings.edu/articles/3-myths-about-teacher-agency-and-why-they-hold-back-scaling-education-innovations/,success
QYYWMMI4YTLOQDL63DW7KI55TICDLS2I,https://www.brookings.edu/articles/3-questions-for-obamas-fight-against-climate-change/,success
7JNJOUFNQ73K4VJ4P2ANXIXHQM6SARRD,https://www.brookings.edu/articles/3-reasons-to-be-optimistic-about-2021/,success
TQVP6Y46A242IF5YTWSBFAVV3Q43LI5F,https://www.brookings.edu/articles/3-states-in-the-deep-south-are-collaborating-to-advance-community-schools/,success
7TLWEPBV5QQC2XVZQUIE3BHBUUIP2GFE,https://www.brookings.edu/articles/3-strategies-to-address-menstruation-taboos-for-girls-in-nepal/,success
7EBUCJR6GGMCW4H6HCBCBPEDGY7EGLN7,https://www.brookings.edu/articles/3-strategies-to-address-the-syrian-civil-war/,success
NQIYW5VSVVUZAUEVQUKCWOMR5QMXICUD,https://www.brookings.edu/articles/3-takeaways-from-trump-at-the-commander-in-chief-forum/,success
KIZOZ6ENHYSCRUFXH5T4USI5PDYTGQUE,https://www.brookings.edu/articles/3-technical-choke-points-that-could-sink-the-common-core-tests/,success
PLNJHWFP7YOBARGS7NTVEO7KOKA56NDZ,https://www.brookings.edu/articles/3-things-trumps-proposed-border-wall-with-mexico-wouldnt-accomplish/,success
IM3BDCZEU64YQQRNN7EETMA24L2TFQ6U,https://www.brookings.edu/articles/3-things-trumps-proposed-border-wall-with-mexico-wouldnt-accomplish/?utm_campaign=Brookings%20Brief&utm_source=hs_email&utm_medium=email&utm_content=57114460,success
GMHQFT52QD27RR2LSF2QHT4L3O72EMKI,https://www.brookings.edu/articles/3-things-we-can-learn-about-itemized-deductions-from-a-map/,success
SMDWI4ZP52S2MTN3FRXWIPOO5QDQ2HD4,https://www.brookings.edu/articles/3-ways-ahead-for-the-eurozone/,success
4IGWDIY4IVAYURI2BUASYWC3K5LTVDOM,https://www.brookings.edu/articles/3-ways-cities-can-redefine-their-economic-trajectories/,success
ARDB4DHLOWWZDLKOBXOYH6PBILTG6CP4,https://www.brookings.edu/articles/3-ways-mobile-helped-stop-the-spread-of-ebola-in-nigeria/,success
XXA26XHOZ4ZI5MQMZVPX6GUR5W6WCKIX,https://www.brookings.edu/articles/3-ways-the-international-community-can-make-gender-equality-work-more-transparent/,success
SAAYE4R5IP54KCNMA5JB7H4RA5UFPXOW,https://www.brookings.edu/articles/3-ways-to-link-girls-education-actors-to-climate-action/?utm_campaign=Brookings%20Brief&utm_source=hs_email&utm_medium=email&utm_content=56792349,success
5OUFK2WE4AHJ6K4FQYVRZ53JL72LNJB5,https://www.brookings.edu/articles/3-ways-to-provide-internet-access-to-the-developing-world/,success
LXXMWR4OJ65GOZKBU4TLTIQVLS2M77WE,https://www.brookings.edu/articles/30-years-after-our-endless-wars-in-the-middle-east-began-still-no-end-in-sight/,success
DB3B32S243YVPZRJUVI67DOTCMT5CEJV,https://www.brookings.edu/articles/30-years-after-tiananmen-square-a-look-back-on-congress-forceful-response/,success
GVMMADQE7PSTZ3VPHC2WD7V3IENX35PN,https://www.brookings.edu/articles/36244/,success
AZW2BWRMEJ4X3GQ66HYREM2MKLDM4QFH,https://www.brookings.edu/articles/4-day-school-weeks-educational-innovation-or-detriment/,success
XS7QRKSQEAAC572HCV4YNQTCUZNXX7W6,https://www.brookings.edu/articles/4-recommendations-to-advance-medicare-delivery-system-reform/,success
CJA2JXQG4BVLGRPE73GYWENAJZOQ2A3Z,https://www.brookings.edu/articles/4-recommendations-to-advance-medicare-delivery-system-reform/,success
F6NERRLVRRFZ6XKXR4FK5WAGCLVBUHAY,https://www.brookings.edu/articles/4-reflections-on-the-current-state-of-the-world/,success
IYTMYIOAITYGK354PSXNKATLBJF4GDJ2,https://www.brookings.edu/articles/4-steps-to-safely-reopen-schools-and-save-our-nation/,success
CMDLH3H6U3VCEDOGLYFHWPWW222HIE45,https://www.brookings.edu/articles/4-targets-of-opportunity-for-addressing-the-behavioral-health-crisis/,success
NRQVMY77TDLGCV7CO5KMSHHIMU6XWBH7,https://www.brookings.edu/articles/4-things-to-know-about-the-trump-xi-meeting/,success
YHD5GHHIF3BJ4JIUVMKYIBUFUM77IBXW,https://www.brookings.edu/articles/4-things-to-know-about-the-trump-xi-meeting/,success
WUNXEASJ5OGRHK62VFASOGM63KTAFWVQ,https://www.brookings.edu/articles/4-ways-the-biden-administration-can-improve-the-employment-based-immigration-system-without-congress/,success
G2T6HPCG54GXHXIJJWY25XAVAXJPK24S,https://www.brookings.edu/articles/4-ways-the-u-s-can-raise-human-rights-issues-with-china/,success
BDPLZZ2TINVRXS7NIBSOCUXKZYD7L7DC,https://www.brookings.edu/articles/40-years-after-arthur-okuns-tradeoff-the-classic-book-still-has-lessons-for-tackling-inequality/,success
7JELS4SQVUSESGDADJEPVVBVS7III5LC,https://www.brookings.edu/articles/40-years-ago-church-committee-investigated-americans-spying-on-americans/,success
JCYJIF7CMXCNBUHWFZ5YSBHAEXVZML5B,https://www.brookings.edu/articles/401k-retirees-wont-buy-annuities-unless-they-are-better-designed/,success
2FWN26IULOS34NSA5J5RFJ54HI5M73M6,https://www.brookings.edu/articles/418323/,success
WNNUYHRAE6ENXUAPOXZN4VTHVKFOFE5F,https://www.brookings.edu/articles/48-hours-from-a-new-world-crisis/,success
IF6G2J6LHPJNIEIL573LJK2QU4OUH2YZ,https://www.brookings.edu/articles/5-building-blocks-to-help-achieve-greater-health-equity/,success
5ZRRVOMLBAICANA4PKFOTQQLX4YVMDYD,https://www.brookings.edu/articles/5-building-blocks-to-help-achieve-greater-health-equity/,success
WGEKZVKQQQECC3ONM2JHYBAPL5ZRPAAY,https://www.brookings.edu/articles/5-facts-about-prisoners-and-work-before-and-after-incarceration/,success
DYQHQSLVBFV7ZIIZEKD6PAHQ6FOIT4V3,https://www.brookings.edu/articles/5-facts-you-need-to-know-about-lake-meads-water-crisis/,success
7VHFAICXVGQN2NMYFNSB2RUOWVF63AMG,https://www.brookings.edu/articles/5-myths-about-renditions-and-the-movie-version/,success
J2DOVJCB6FQ64S3BGO7QDEOXCUCRIEEH,https://www.brookings.edu/articles/5-myths-you-shouldnt-believe-about-government-transparency/,success
TBKKOVBJAE2YAOT5KXKWHA5PUQ3B3NRG,https://www.brookings.edu/articles/5-policies-that-help-children-by-helping-their-parents/,success
LSISJ3CHUSLDNBTOCCVEO3CVK2AKN3A2,https://www.brookings.edu/articles/5-priorities-for-funders-to-support-in-refugee-education/,success
YEQ3DFVHAVVFAJWESK2QXHF67EBK5CYA,https://www.brookings.edu/articles/5-puzzles-in-the-international-economy/,success
FWUDKFRWH5XKFP63XAQAGIC32GIW6EPO,https://www.brookings.edu/articles/5-questions-donald-trump-needs-to-answer-before-traveling-to-asia/,success
JPVUIQFZCNWLFEQLWIV67F23DNO2CGJ4,https://www.brookings.edu/articles/5-questions-for-mike-pompeo-regarding-refugees/,success
JPLLJH3RPFULUSS7QO3F4WY56JBM4HG2,https://www.brookings.edu/articles/5-reasons-to-worry-about-deflation/,success
NOVQZSZBR7Z3FZXIKZIVEFZKON5VCQ4A,https://www.brookings.edu/articles/5-steps-cities-must-take-to-be-smart/,success
2IT4SUCZ5DI72OYKFS75GM4IZ6CJNIDT,https://www.brookings.edu/articles/5-steps-to-get-the-internet-to-all-americans/,success
WRJAGGURA2RNLDAF7V5U7XR77FIADDUE,https://www.brookings.edu/articles/5-takeaways-from-bruce-riedels-talk-on-the-u-s-saudi-relationship/,success
3GCICASGIZVLJEVFU4T7L4YBRVCK37L4,https://www.brookings.edu/articles/5-things-to-know-about-tuesdays-democratic-primaries/,success
4RR65XOOXD524CG7QREDA7E53L6IP4YP,https://www.brookings.edu/articles/5-things-to-know-about-tuesdays-democratic-primaries/,success
KTQ3XOHMUQO5T7FF3S74GKZP4QKSR4B6,https://www.brookings.edu/articles/5-things-to-know-about-usmca-the-new-nafta/?utm_campaign=Brookings%20Brief&utm_source=hs_email&utm_medium=email&utm_content=66382798,success
7TDOFHGVWA2ZJLURRYZ52QHPFBKMVKSW,https://www.brookings.edu/articles/5-ways-to-make-the-populist-republican-coalition-government-work/,success
J5IXXMKIL25MNMYSHQCLZDRGKQB44FNB,https://www.brookings.edu/articles/5-years-after-covid-19-hit-test-data-converge-on-math-gains-stalled-reading-recovery/,success
BHMCJKKKS5UDWWNOSBWUIDJMNRPCYNTQ,https://www.brookings.edu/articles/50-ways-to-teach-them-grammar/,success
CSUYWBV343YBXYBPQPQK2LWIJHJ3R6EN,https://www.brookings.edu/articles/50-year-anniversary-of-little-rock-nine/,success
3RN24UX5TSG52AQGD5LE6JEWNFUDYYAD,https://www.brookings.edu/articles/50-years-after-the-kerner-commission-report-the-nation-is-still-grappling-with-many-of-the-same-issues/,success
6HHCDNK3AZGGTTPXQDYWDM3YTQSJXWY3,https://www.brookings.edu/articles/50-years-after-the-kerner-commission-report-the-nation-is-still-grappling-with-many-of-the-same-issues/?utm_campaign=Brookings%20Brief&utm_source=hs_email&utm_medium=email&utm_content=66235769,success
EJGPPBA4IMN6EEQEM3SQSJIZGASXBMIE,https://www.brookings.edu/articles/50-years-since-the-1967-war-the-understated-power-of-inertia/,success
RWXXRH5VGWG3WC4DGANKCNIJDVUW3J2O,https://www.brookings.edu/articles/6-counterterrorism-lessons-from-the-syrian-civil-war/,success
MR34FJTV2GUHW6V7ABWGXZQE4S4S7JP6,https://www.brookings.edu/articles/6-guidelines-to-improve-american-public-diplomacy/,success
HEWWQVZ22R4Z56Z24L2WAJFNNKIJZBGA,https://www.brookings.edu/articles/6-things-to-know-about-president-trumps-executive-order-on-environmental-policy/,success
ZN4YTGP5OAN2U7MJ7IFO4AQBORDRD5EL,https://www.brookings.edu/articles/6-things-to-know-about-rising-anti-establishment-politics-in-the-us-and-europe/,success
ZJHNQXYNCBCGD4LDIYLMXSL2Q4LOSW56,https://www.brookings.edu/articles/629467/,success
GUQQOHBN723QQ4KDMS7AHXKSPXAOFHUW,https://www.brookings.edu/articles/664432/,success
LNDSDZUMFYLMBNRQ7BIXGKZXNXSUIXV6,https://www.brookings.edu/articles/7-key-takeaways-from-chettys-new-research-on-friendship-and-economic-mobility/?utm_campaign=Economic%20Studies&utm_medium=email&utm_content=223099047&utm_source=hs_email,success
2J2OBYRZD4WZQIPX4GET7NESHJQPH4SD,https://www.brookings.edu/articles/7-things-to-know-about-the-debt-limit/,success
KBFWGCR6Q7B3NAF5PFCFRS42SAGREXAD,https://www.brookings.edu/articles/7-things-to-know-about-the-debt-limit/?utm_campaign=Brookings%20Brief&utm_medium=email&utm_content=242453797&utm_source=hs_email,success
XYK2GRT266DAE2Q4LWNFWBDRYYO6PHRL,https://www.brookings.edu/articles/7-years-into-the-syrian-war-is-there-a-way-out/,success
OQCWJGBU655GEAI2DDFNH374VC5NAOYZ,https://www.brookings.edu/articles/7-years-to-climate-midnight/,success
IMNA4JPZSOABM57SEW3XMXXND4A2O4BA,https://www.brookings.edu/articles/70-million-people-cant-afford-to-wait-months-for-their-stimulus-to-come-in-a-paper-check/?mod=article_inline,success
3A6KFN5EC4XQZA7FWLQY4PJJZ7UVDSNS,https://www.brookings.edu/articles/8-best-practices-for-state-election-officials-on-ai/?utm_campaign=Governance%20Weekly&utm_medium=email&utm_content=298135251&utm_source=hs_email,success
X3RYWMSYZLATKBV5RYYFSKHDTVT3WCVU,https://www.brookings.edu/articles/8-facts-about-medicaid/,success
FRFIVMKPV24OPYENZRX7R5TWOM5FIQ4R,https://www.brookings.edu/articles/8-facts-on-love-marriage-and-childbearing-in-america/,success
7VHZTLW3DEDL3N5MRCU6IHX5V6PBVJAJ,https://www.brookings.edu/articles/8-graphs-why-ajmer-allahabad-visakhapatnam-have-a-long-way-to-go-before-they-become-smart/,success
DZGTWRQHA2QPJLQALDT5BLFKSAFRO332,https://www.brookings.edu/articles/8-key-things-to-notice-from-xi-jinpings-new-year-speech-on-taiwan/,success
DHPYXOUFB2PVPQ37FWDZV5YPXQQ4QBQB,https://www.brookings.edu/articles/87-billion-to-iraq-88-billon-tax-cut-what-about-children/,success
6HVBFY24FXPQFPEKV7PMKERMPMTZWQN4,https://www.brookings.edu/articles/9-11-and-the-us-mexico-border-new-challenges-20-years-later/,success
GCUQKDBW4Q5ZND5YZIA2CGDQ5N7ESUX4,https://www.brookings.edu/articles/9-11-transformed-us-mexico-relations/,success
L2VDEJPZ3VF4RG4HOYFQFMSI2637G2HS,https://www.brookings.edu/articles/9-facts-about-pass-through-businesses/,success
L7KTJRGJGOUGWTIDQGAJXJPMAMM22MM5,https://www.brookings.edu/articles/9-good-policy-ideas-on-thanksgiving/,success
63FT6ANS3FOZRF3EJJWKJEAHFYWG3TFY,https://www.brookings.edu/articles/9-things-trump-should-do-before-he-meets-with-kim-jong-un/,success
W6QSFGRA2ULOKVBWYXCS4LLTOD2JTNGK,https://www.brookings.edu/articles/911-commission-a-review-of-the-second-act/,success
A3VS3X5JSXGJLO5WTKH4NLQXDVBNGMQ6,https://www.brookings.edu/articles/9112001-the-case-for-universal-service/,success
32QANJ2JJ77C3TRU4GGUPKQ7FKDE3O6S,https://www.brookings.edu/articles/a-10-degree-shift-in-syria-strategy/,success
4UO7C4G6WU2ZKTG3F3COAQJP3EUT6STS,https://www.brookings.edu/articles/a-3-pronged-approach-to-meet-the-needs-of-aspiring-women-entrepreneurs-in-vietnam/,success
SEYHAKE5X3UB2YMHB7IZ64B4LDYPLMIF,https://www.brookings.edu/articles/a-alfred-taubman-forum-on-public-policy-examines-25-years-of-charter-schools-in-america/,success
7JJI4ISMEXUBLQ2GM2FFUAAQJGO5KU24,https://www.brookings.edu/articles/a-alfred-taubman-forum-on-public-policy-examines-25-years-of-charter-schools-in-america/,success
KWB4YBNSTR7SZ3I45NPKMZ5M5UFS6JXD,https://www.brookings.edu/articles/a-back-to-school-primer-6-facts-about-the-education-system-and-learning-in-the-us/,success
PTAJVYBKAXFNGYAF6XFIQZMSDGCCARKN,https://www.brookings.edu/articles/a-back-to-school-primer-on-global-trade-issues/,success
77KPTHCRQFXQ6WCW5MRNHKZMW6GEVULH,https://www.brookings.edu/articles/a-bad-bill-that-needs-to-be-fixed/,success
Q2VMGQRN6FDF6XQQVPUTUH3WNJ7QBXVY,https://www.brookings.edu/articles/a-balancing-act-for-h-1b-visas/,success
ZVOQW6N26KM3C3ZU4MIECNJCMATDCV6R,https://www.brookings.edu/articles/a-better-anti-corruption-machine-breakthroughs-needed-to-fight-illicit-finance-and-protect-democracy/?utm_campaign=Brookings%20Brief&utm_medium=email&utm_content=312024434&utm_source=hs_email,success
2YE3WQQKBBAQ7XL6JQFW45UHNISYO4TY,https://www.brookings.edu/articles/a-better-approach-to-regulating-provider-network-adequacy/,success
HK434MINYSL2YK7RNICWJIJUXGSF522S,https://www.brookings.edu/articles/a-better-path-forward-for-criminal-justice/,success
WT7QLK4TZZDSJMS7ZQ7S2Z3CMNQMXA4J,https://www.brookings.edu/articles/a-better-path-forward-for-criminal-justice-fostering-desistance/,success
TCDPKOQRITV5JDMNQTNMHAPOVPAYD5J3,https://www.brookings.edu/articles/a-better-path-forward-for-criminal-justice-fostering-desistance/?utm_source=wildcat&utm_medium=web&utm_campaign=trending,success
QWNSBTNGEUYXELPB6AAWX5FTRDBM35EU,https://www.brookings.edu/articles/a-better-path-forward-for-criminal-justice-introduction/,success
